Date,Bloomberg US Weekly Consumer Comfort Index,National Economy,Expectations: Economy Better/Worse Diff,Unemployment Rate,Personal Income,,,
9/21/1986,46,40,51,6.9,6.2151,,,
9/14/1986,48,41,51,6.9,6.2151,,,
9/7/1986,49,43,51,6.9,6.2151,,,
8/31/1986,49,43,51,6.9,6.2151,,,
8/24/1986,49,43,51,7,6.1553,,,
8/17/1986,50,44,51,7,6.1553,,,
8/10/1986,49,43,51,7,6.1553,,,
8/3/1986,51,45,51,7,6.1553,,,
7/31/1986,50,45,51,7,6.1553,,,
7/27/1986,50,45,51,7.2,6.0089,,,
7/20/1986,50,45,51,7.2,6.0089,,,
7/13/1986,50,46,51,7.2,6.0089,,,
7/6/1986,51,47,51,7.2,6.0089,,,
6/30/1986,51,48,51,7.2,6.0089,,,
6/29/1986,51,48,53,7.2,6.1888,,,
6/22/1986,52,49,53,7.2,6.1888,,,
6/15/1986,53,49,53,7.2,6.1888,,,
6/8/1986,51,48,53,7.2,6.1888,,,
6/1/1986,52,47,53,7.2,6.1888,,,
5/31/1986,51,47,53,7.2,6.1888,,,
5/25/1986,51,47,56,7.1,6.2255,,,
5/18/1986,53,49,56,7.1,6.2255,,,
5/11/1986,54,49,56,7.1,6.2255,,,
5/4/1986,53,49,56,7.1,6.2255,,,
4/30/1986,53,50,56,7.1,6.2255,,,
4/27/1986,53,50,58.5,7.2,6.0696,,,
4/20/1986,50,48,58.5,7.2,6.0696,,,
4/13/1986,50,48,58.5,7.2,6.0696,,,
4/6/1986,48,46,58.5,7.2,6.0696,,,
3/31/1986,45,44,58.5,7.2,6.0696,,,
3/30/1986,45,44,,7.2,6.1594,,,
3/23/1986,45,43,,7.2,6.1594,,,
3/16/1986,45,43,,7.2,6.1594,,,
3/9/1986,46,42,,7.2,6.1594,,,
3/2/1986,46,43,,7.2,6.1594,,,
2/28/1986,47,44,,7.2,6.1594,,,
2/23/1986,47,44,,6.7,6.2319,,,
2/16/1986,48,45,,6.7,6.2319,,,
2/9/1986,49,46,,6.7,6.2319,,,
2/2/1986,48,46,,6.7,6.2319,,,
1/31/1986,47,44,,6.7,6.2319,,,
1/26/1986,47,44,,7,6.3477,,,
1/19/1986,46,41,,7,6.3477,,,
1/12/1986,46,40,,7,6.3477,,,
1/5/1986,46,40,,7,6.3477,,,
12/31/1985,46.6667,40,,7,6.3477,,,
12/29/1985,46.6667,40,,,,,,
12/22/1985,47,40,,,,,,
12/15/1985,46,39,,,,,,
12/8/1985,46,40,,,,,,
